action,landmark,variation,order,goal,task_id
open door to hallway,True,10,0,Your task is to turn on the blue light bulb,task-2-power-component
go to hallway,True,10,1,Your task is to turn on the blue light bulb,task-2-power-component
open door to workshop,True,10,2,Your task is to turn on the blue light bulb,task-2-power-component
go to workshop,True,10,3,Your task is to turn on the blue light bulb,task-2-power-component
focus on blue light bulb,True,10,4,Your task is to turn on the blue light bulb,task-2-power-component
connect battery anode to orange wire terminal 1,False,10,5,Your task is to turn on the blue light bulb,task-2-power-component
connect battery cathode to black wire terminal 1,False,10,6,Your task is to turn on the blue light bulb,task-2-power-component
connect orange wire terminal 2 to blue light bulb cathode,False,10,7,Your task is to turn on the blue light bulb,task-2-power-component
connect black wire terminal 2 to anode in blue light bulb,False,10,8,Your task is to turn on the blue light bulb,task-2-power-component
wait1,False,10,9,Your task is to turn on the blue light bulb,task-2-power-component
