action,landmark,variation,order,goal,task_id
open door to hallway,False,14,0,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
go to hallway,False,14,1,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
open door to kitchen,True,14,2,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
go to kitchen,True,14,3,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
open cupboard,True,14,4,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
pick up tin cup,False,14,5,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
open door to hallway,False,14,6,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
go to hallway,False,14,7,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
open door to workshop,False,14,8,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
go to workshop,False,14,9,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
pick up recipe,True,14,10,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
read recipe in inventory,True,14,11,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
pick up peanut,True,14,12,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
move peanut to cup,False,14,13,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
pick up bread,True,14,14,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
move bread to cup,False,14,15,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
examine cup,False,14,16,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
mix cup,False,14,17,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
focus on peanut butter sandwhich,True,14,18,Your task is to use chemistry to create the substance 'peanut butter sandwhich',task-5-chemistry-mix
