action,landmark,variation,order,goal,task_id
open cupboard,True,11,0,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
pick up cup containing nothing in table,False,11,1,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
open door to hallway,False,11,2,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
go to hallway,False,11,3,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
open door to workshop,False,11,4,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
go to workshop,False,11,5,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
pick up recipe,True,11,6,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
read recipe in inventory,True,11,7,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
pick up acetic acid,True,11,8,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
move acetic acid to cup,False,11,9,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
pick up sodium bicarbonate,True,11,10,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
move sodium bicarbonate to cup,False,11,11,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
examine cup,False,11,12,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
mix cup,False,11,13,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
focus on sodium acetate,True,11,14,Your task is to use chemistry to create the substance 'sodium acetate',task-5-chemistry-mix
