action,landmark,variation,order,goal,task_id
open door to kitchen,True,8,0,Your task is to melt apple juice,task-1-melt
go to kitchen,True,8,1,Your task is to melt apple juice,task-1-melt
pick up thermometer,True,8,2,Your task is to melt apple juice,task-1-melt
open cupboard,True,8,3,Your task is to melt apple juice,task-1-melt
pick up metal pot containing nothing,False,8,4,Your task is to melt apple juice,task-1-melt
open glass jar,False,8,5,Your task is to melt apple juice,task-1-melt
open fridge,True,8,6,Your task is to melt apple juice,task-1-melt
focus on apple juice,True,8,7,Your task is to melt apple juice,task-1-melt
pour metal pot containing apple juice into metal pot containing nothing,False,8,8,Your task is to melt apple juice,task-1-melt
pick up metal pot containing apple juice,False,8,9,Your task is to melt apple juice,task-1-melt
open freezer,True,8,10,Your task is to melt apple juice,task-1-melt
move metal pot containing apple juice to freezer,False,8,11,Your task is to melt apple juice,task-1-melt
examine apple juice,True,8,12,Your task is to melt apple juice,task-1-melt
use thermometer in inventory on apple juice,True,8,13,Your task is to melt apple juice,task-1-melt
wait,True,8,14,Your task is to melt apple juice,task-1-melt
examine apple juice,True,8,15,Your task is to melt apple juice,task-1-melt
use thermometer in inventory on apple juice,True,8,16,Your task is to melt apple juice,task-1-melt
wait,True,8,17,Your task is to melt apple juice,task-1-melt
examine apple juice,True,8,18,Your task is to melt apple juice,task-1-melt
use thermometer in inventory on apple juice,True,8,19,Your task is to melt apple juice,task-1-melt
wait,True,8,20,Your task is to melt apple juice,task-1-melt
pick up metal pot containing solid apple juice,False,8,21,Your task is to melt apple juice,task-1-melt
pick up metal pot containing solid apple juice,False,8,22,Your task is to melt apple juice,task-1-melt
move metal pot containing solid apple juice to stove,False,8,23,Your task is to melt apple juice,task-1-melt
activate stove,True,8,24,Your task is to melt apple juice,task-1-melt
examine apple juice,True,8,25,Your task is to melt apple juice,task-1-melt
use thermometer in inventory on apple juice,True,8,26,Your task is to melt apple juice,task-1-melt
