action,landmark,variation,order,goal,task_id
open door to kitchen,True,24,0,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
go to kitchen,True,24,1,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
open cupboard,True,24,2,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
pick up cup containing nothing in table,False,24,3,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
pick up recipe,True,24,4,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
read recipe in inventory,True,24,5,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
pick up sugar,True,24,6,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
move substance in inventory to cup containing nothing in inventory,False,24,7,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
move cup containing sugar to sink,False,24,8,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
activate sink,True,24,9,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
deactivate sink,True,24,10,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
pick up cup containing sugar and water,False,24,11,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
pour cup containing sugar and water into cup containing sugar and water,False,24,12,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
examine cup containing sugar and water,False,24,13,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
mix cup containing sugar and water,False,24,14,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
focus on substance in cup,True,24,15,Your task is to use chemistry to create the substance 'sugar water',task-5-chemistry-mix
