action,landmark,variation,order,goal,task_id
open door to hallway,True,11,0,Your task is to turn on the blue light bulb by powering it using a nonrenewable power source,task-2-power-component-(renewable-vs-nonrenewable-energy)
go to hallway,True,11,1,Your task is to turn on the blue light bulb by powering it using a nonrenewable power source,task-2-power-component-(renewable-vs-nonrenewable-energy)
open door to workshop,True,11,2,Your task is to turn on the blue light bulb by powering it using a nonrenewable power source,task-2-power-component-(renewable-vs-nonrenewable-energy)
go to workshop,True,11,3,Your task is to turn on the blue light bulb by powering it using a nonrenewable power source,task-2-power-component-(renewable-vs-nonrenewable-energy)
focus on blue light bulb,True,11,4,Your task is to turn on the blue light bulb by powering it using a nonrenewable power source,task-2-power-component-(renewable-vs-nonrenewable-energy)
connect nuclear generator anode to orange wire terminal 1,False,11,5,Your task is to turn on the blue light bulb by powering it using a nonrenewable power source,task-2-power-component-(renewable-vs-nonrenewable-energy)
connect nuclear generator cathode to red wire terminal 1,True,11,6,Your task is to turn on the blue light bulb by powering it using a nonrenewable power source,task-2-power-component-(renewable-vs-nonrenewable-energy)
connect orange wire terminal 2 to blue light bulb cathode,False,11,7,Your task is to turn on the blue light bulb by powering it using a nonrenewable power source,task-2-power-component-(renewable-vs-nonrenewable-energy)
connect red wire terminal 2 to anode in blue light bulb,True,11,8,Your task is to turn on the blue light bulb by powering it using a nonrenewable power source,task-2-power-component-(renewable-vs-nonrenewable-energy)
activate nuclear generator,True,11,9,Your task is to turn on the blue light bulb by powering it using a nonrenewable power source,task-2-power-component-(renewable-vs-nonrenewable-energy)
wait1,True,11,10,Your task is to turn on the blue light bulb by powering it using a nonrenewable power source,task-2-power-component-(renewable-vs-nonrenewable-energy)
