action,landmark,variation,order,goal,task_id
open door to hallway,False,10,0,Your task is to melt chocolate,task-1-melt
go to hallway,False,10,1,Your task is to melt chocolate,task-1-melt
open door to kitchen,False,10,2,Your task is to melt chocolate,task-1-melt
go to kitchen,False,10,3,Your task is to melt chocolate,task-1-melt
pick up thermometer,True,10,4,Your task is to melt chocolate,task-1-melt
open cupboard,True,10,5,Your task is to melt chocolate,task-1-melt
pick up metal pot,True,10,6,Your task is to melt chocolate,task-1-melt
open oven,True,10,7,Your task is to melt chocolate,task-1-melt
open fridge,True,10,8,Your task is to melt chocolate,task-1-melt
focus on chocolate,True,10,9,Your task is to melt chocolate,task-1-melt
move chocolate to metal pot,True,10,10,Your task is to melt chocolate,task-1-melt
pick up metal pot,True,10,11,Your task is to melt chocolate,task-1-melt
move metal pot to stove,True,10,12,Your task is to melt chocolate,task-1-melt
activate stove,True,10,13,Your task is to melt chocolate,task-1-melt
examine chocolate,True,10,14,Your task is to melt chocolate,task-1-melt
use thermometer in inventory on chocolate,False,10,15,Your task is to melt chocolate,task-1-melt
examine chocolate,True,10,16,Your task is to melt chocolate,task-1-melt
use thermometer in inventory on chocolate,False,10,17,Your task is to melt chocolate,task-1-melt
examine chocolate,True,10,18,Your task is to melt chocolate,task-1-melt
use thermometer in inventory on chocolate,False,10,19,Your task is to melt chocolate,task-1-melt
examine chocolate,True,10,20,Your task is to melt chocolate,task-1-melt
