action,landmark,variation,order,goal,task_id
open door to bathroom,False,11,0,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
go to bathroom,False,11,1,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
open door to kitchen,False,11,2,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
go to kitchen,False,11,3,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
open door to outside,False,11,4,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
go to outside,False,11,5,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
open door to foundry,False,11,6,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
go to foundry,False,11,7,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
open door to outside,False,11,8,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
go to outside,False,11,9,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
open door to green house,False,11,10,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
go to green house,False,11,11,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
open door to hallway,False,11,12,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
go to hallway,False,11,13,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
open door to workshop,False,11,14,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
go to workshop,False,11,15,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
pour cup containing blue paint in bowl,False,11,16,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
pour cup containing yellow paint in bowl,False,11,17,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
mix bowl,False,11,18,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
focus on green paint,True,11,19,Your task is to use chemistry to create green paint,task-5-chemistry-mix-paint-(secondary-color)
