action,landmark,variation,order,goal,task_id
open door to hallway,True,27,0,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to hallway,True,27,1,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to kitchen,True,27,2,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to kitchen,True,27,3,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open cupboard,True,27,4,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
pick up metal pot,False,27,5,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
pick up recipe,True,27,6,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
read recipe in inventory,True,27,7,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
pick up paper,True,27,8,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
move paper to metal pot,False,27,9,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open drawer in counter,False,27,10,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open glass jar,False,27,11,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open freezer,True,27,12,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open drawer in cupboard,False,27,13,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open oven,False,27,14,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open fridge,False,27,15,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to bathroom,False,27,16,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to bathroom,False,27,17,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to kitchen,True,27,18,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to kitchen,True,27,19,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to outside,False,27,20,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to outside,False,27,21,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to foundry,False,27,22,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to foundry,False,27,23,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to outside,False,27,24,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to outside,False,27,25,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to green house,False,27,26,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to green house,False,27,27,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to hallway,True,27,28,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to hallway,True,27,29,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to workshop,True,27,30,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to workshop,True,27,31,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to hallway,True,27,32,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to hallway,True,27,33,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to bedroom,True,27,34,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to bedroom,True,27,35,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to hallway,True,27,36,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to hallway,True,27,37,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
open door to art studio,True,27,38,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
go to art studio,True,27,39,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
pick up cup containing red paint in art studio,True,27,40,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
pour cup containing red paint in inventory into metal pot,False,27,41,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
examine metal pot,False,27,42,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
mix metal pot,False,27,43,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
focus on red paper,True,27,44,Your task is to use chemistry to create the substance 'red paper',task-5-chemistry-mix
